,model_input,desired_product,model_output
5623,Predict the reaction that produces the following product: CCCCCCCCCC1(CCCCCCCCC)OC2C(CO)OC(n3cc(C)c(=O)[nH]c3=O)C2O1,CCCCCCCCCC1(CCCCCCCCC)OC2C(CO)OC(n3cc(C)c(=O)[nH]c3=O)C2O1,<smiles>CCCCCCCCCC1(CCCCCCCCC)OC2C(CO)OC(n3cc(C)c(=O)[nH]c3=O)C2O1~O=C(O)C(O)C(O)C(=O)O.O<smiles/>
5624,Predict the reaction that produces the following product: Cc1ccc(C(C)(C)C)cc1C=O,Cc1ccc(C(C)(C)C)cc1C=O,<smiles>C1CCOC1.CC(C)(C)c1ccc(Br)c(C=O)c1.CCCCCC.CCOC(C)=O.CI.CN(C)C=O.O.[Li]CCCC<smiles/>
5625,Predict the reaction that produces the following product: O=[Cr](=O)=O~[O-][I+](O)(O)(O)(O)O,O=[Cr](=O)=O~[O-][I+](O)(O)(O)(O)O,<smiles>O=[Cr](=O)=O.[O-][I+](O)(O)(O)(O)O<smiles/>
5626,Predict the reaction that produces the following product: COC(=O)c1sc(-c2ccc(OC)cc2)c(C)c1C,COC(=O)c1sc(-c2ccc(OC)cc2)c(C)c1C,<smiles>CCOC(C)=O.COC(=O)c1sc(Br)c(C)c1C.COc1ccc(B(O)O)cc1.Cc1ccccc1.O.O=C([O-])[O-]~[Na+]~[Na+].c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1<smiles/>
5627,Predict the reaction that produces the following product: c1ccc(-c2cncc(-c3ccccn3)c2)nc1,c1ccc(-c2cncc(-c3ccccn3)c2)nc1,<smiles>Brc1cncc(Br)c1.C1COCCO1.CC1(C)OB(c2ccccn2)OC1(C)C.O.O=C([O-])[O-]~[Na+]~[Na+].c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1<smiles/>
5628,Predict the reaction that produces the following product: CC(O)Cn1nc2c3c(cc(O)cc31)CCC2,CC(O)Cn1nc2c3c(cc(O)cc31)CCC2,<smiles>CC(O)Cn1nc2c3c(cc(OCc4ccccc4)cc31)CCC2.CO.[Pd]<smiles/>
5629,Predict the reaction that produces the following product: CC(C)CCNC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)OC(C)(C)C,CC(C)CCNC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)OC(C)(C)C,<smiles>CC(C)(C)OC(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)O.CC(C)CCN.CCN(C(C)C)C(C)C.CN(C)C(On1nnc2cccnc21)=[N+](C)C~F[P-](F)(F)(F)(F)F.CN(C)C=O<smiles/>
5630,Predict the reaction that produces the following product: OC1CCC(Nc2ccc3ncc(Br)n3n2)CC1,OC1CCC(Nc2ccc3ncc(Br)n3n2)CC1,<smiles>CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O~[Na+].ClCCl.Nc1ccc2ncc(Br)n2n1.O=C1CCC(O)CC1<smiles/>
5631,Predict the reaction that produces the following product: COC(=O)/C=C/c1ccc([C@@H]2c3ccc(O)cc3C[C@@H](C)N2c2ccc(C3CC3)cc2C)cc1,COC(=O)/C=C/c1ccc([C@@H]2c3ccc(O)cc3C[C@@H](C)N2c2ccc(C3CC3)cc2C)cc1,<smiles>C=CC(=O)OC.CC(=O)[O-]~CC(=O)[O-]~[Pd+2].CCN(CC)CC.CN(C)C=O.Cc1cc(C2CC2)ccc1N1[C@H](C)Cc2cc(O)ccc2[C@H]1c1ccc(Br)cc1.Cc1ccccc1P(c1ccccc1C)c1ccccc1C<smiles/>
5632,Predict the reaction that produces the following product: CC(C)(C)c1cccc(C2(NCC(O)CCc3cc(F)cc(F)c3)CCCN(C(=O)NCc3ccccc3)C2)c1,CC(C)(C)c1cccc(C2(NCC(O)CCc3cc(F)cc(F)c3)CCCN(C(=O)NCc3ccccc3)C2)c1,<smiles>CC(C)(C)c1cccc(C2(NCC(O)CCc3cc(F)cc(F)c3)CCCNC2)c1.ClCCl.O=C=NCc1ccccc1<smiles/>
5633,Predict the reaction that produces the following product: COC(CC(=O)C1CC1)C(=O)N1CCN(c2cc(Cl)cc(Cl)c2)CC1,COC(CC(=O)C1CC1)C(=O)N1CCN(c2cc(Cl)cc(Cl)c2)CC1,<smiles>C1CCOC1.CC(C)[N-]C(C)C~[Li+].COC(=O)C(OC)C(=O)N1CCN(c2cc(Cl)cc(Cl)c2)CC1.O=C(Cl)C1CC1<smiles/>
5634,Predict the reaction that produces the following product: CON=C(C(=O)O)c1csc(N)n1,CON=C(C(=O)O)c1csc(N)n1,<smiles>CCO.CCOC(=O)C(=NOC)c1csc(N)n1.Cl.O.[Na+]~[OH-]<smiles/>
5635,Predict the reaction that produces the following product: COc1ccc2ncc(=O)n(-c3ccc4c(c3)CCCC4CNCc3cc4c(cn3)OCCO4)c2n1~Cl,COc1ccc2ncc(=O)n(-c3ccc4c(c3)CCCC4CNCc3cc4c(cn3)OCCO4)c2n1~Cl,<smiles>CC(=O)O[BH-](OC(C)=O)OC(C)=O~[Na+].CO.COc1ccc2ncc(=O)n(-c3ccc4c(c3)CCCC4CN)c2n1.ClCCl.O=Cc1cc2c(cn1)OCCO2<smiles/>
5636,Predict the reaction that produces the following product: CC(=O)Oc1cc2ccc(S(=O)(=O)Cl)cc2cc1OC(C)=O,CC(=O)Oc1cc2ccc(S(=O)(=O)Cl)cc2cc1OC(C)=O,<smiles>CC(=O)Oc1cc2ccc(S(=O)(=O)O[Na])cc2cc1OC(C)=O.O=S(Cl)Cl<smiles/>
5637,Predict the reaction that produces the following product: Nc1cc(=O)nc(Nc2ccccc2)n1-c1ccc(Br)cc1,Nc1cc(=O)nc(Nc2ccccc2)n1-c1ccc(Br)cc1,<smiles>CCO.CCOC(=O)CC#N.CCOC=Nc1ccc(Br)cc1.Cl.N=C(N)Nc1ccccc1<smiles/>
5639,Predict the reaction that produces the following product: Cc1ccc(N2C(=O)[C@H](SCC(=O)c3ccc4c(c3)OCO4)[C@H]2c2ccc(OCC(=O)O)cc2)cc1,Cc1ccc(N2C(=O)[C@H](SCC(=O)c3ccc4c(c3)OCO4)[C@H]2c2ccc(OCC(=O)O)cc2)cc1,<smiles>Cc1ccc(N2C(=O)[C@H](SCC(=O)c3ccc4c(c3)OCO4)[C@H]2c2ccc(OCC(=O)OC(C)(C)C)cc2)cc1.O=C(O)C(F)(F)F<smiles/>
5641,Predict the reaction that produces the following product: COc1ccc(S(=O)(=O)OCc2c([N+](=O)[O-])cccc2C(F)(F)F)cc1,COc1ccc(S(=O)(=O)OCc2c([N+](=O)[O-])cccc2C(F)(F)F)cc1,<smiles>CCN(CC)CC.COc1ccc(S(=O)(=O)Cl)cc1.ClCCl.O=[N+]([O-])c1cccc(C(F)(F)F)c1CO<smiles/>
5642,Predict the reaction that produces the following product: CC1(C)C(/C=C/C=C2/N(CCCS(=O)(=O)O)c3cc(C(=O)O)cc(C(=O)O)c3C2(C)C)=[N+](CCCS(=O)(=O)[O-])c2cc(C(=O)O)cc(C(=O)O)c21,CC1(C)C(/C=C/C=C2/N(CCCS(=O)(=O)O)c3cc(C(=O)O)cc(C(=O)O)c3C2(C)C)=[N+](CCCS(=O)(=O)[O-])c2cc(C(=O)O)cc(C(=O)O)c21,<smiles>CC(=O)N(/C=C/C1=[N+](CCCS(=O)(=O)[O-])c2cc(C(=O)O)cc(C(=O)O)c2C1(C)C)c1ccccc1.CC(=O)OC(C)=O.CC1=[N+](CCCS(=O)(=O)[O-])c2cc(C(=O)O)cc(C(=O)O)c2C1(C)C.CCN(CC)CC.CN(C)C=O.O=S(=O)(O)CCCN1CCOCC1<smiles/>
5643,Predict the reaction that produces the following product: Nc1n[nH]c2cncc(Br)c12,Nc1n[nH]c2cncc(Br)c12,<smiles>CCO.N#Cc1c(Br)cncc1F.NN~O<smiles/>
5644,Predict the reaction that produces the following product: Cc1cc(OCC[C@H](C)Oc2ncc(C(F)(F)F)cc2Oc2ccccc2)ccc1SCC(=O)O,Cc1cc(OCC[C@H](C)Oc2ncc(C(F)(F)F)cc2Oc2ccccc2)ccc1SCC(=O)O,<smiles>CCO.CCOC(=O)CSc1ccc(OCC[C@H](C)Oc2ncc(C(F)(F)F)cc2Oc2ccccc2)cc1C.Cl.[Na+]~[OH-]<smiles/>
5645,Predict the reaction that produces the following product: Cc1ccccc1-c1nc(C)c2c(C)nc3ccccc3n12,Cc1ccccc1-c1nc(C)c2c(C)nc3ccccc3n12,<smiles>Cc1ccccc1C=O.Cc1nc(N)n2c1c(C)nc1ccccc12<smiles/>
5646,Predict the reaction that produces the following product: CN(CCCOCC#Cc1ccc2c(c1)n(C)c(=O)n2C1CCC(=O)NC1=O)C(=O)OC(C)(C)C,CN(CCCOCC#Cc1ccc2c(c1)n(C)c(=O)n2C1CCC(=O)NC1=O)C(=O)OC(C)(C)C,<smiles>C#CCOCCCN(C)C(=O)OC(C)(C)C.CN(C)C=O.Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1.Cn1c(=O)n(C2CCC(=O)NC2=O)c2ccc(Br)cc21.O=C([O-])[O-]~[Cs+]~[Cs+].[Cu]I<smiles/>
5647,Predict the reaction that produces the following product: CCOC(=O)c1ccc(N2CCN(Cc3cnc4c(c3)NC(=O)[C@@H]3CCCN43)CC2)nc1,CCOC(=O)c1ccc(N2CCN(Cc3cnc4c(c3)NC(=O)[C@@H]3CCCN43)CC2)nc1,<smiles>CCC#N.CCN(C(C)C)C(C)C.CCOC(=O)c1ccc(N2CCNCC2)nc1.C[P+](C)(C)CC#N~[I-].O=C1Nc2cc(CO)cnc2N2CCC[C@@H]12<smiles/>
5648,Predict the reaction that produces the following product: CC(C)(C)OC(=O)N1CCN(CC(c2cccc(Br)c2)C2(O)CCCCC2)CC1,CC(C)(C)OC(=O)N1CCN(CC(c2cccc(Br)c2)C2(O)CCCCC2)CC1,<smiles>C1CCOC1.CC(C)(C)OC(=O)N1CCN(CC(C2(O)CCCCC2)c2cccc(Br)c2)CC1.CC(C)O.O.[H-]~[Na+]<smiles/>
5649,Predict the reaction that produces the following product: CCOC(=O)C[C@H](NC(=O)CNC(=O)c1cc(O)cc(NC2=NCC(O)CN2)c1)c1cc(Cl)cc(Br)c1,CCOC(=O)C[C@H](NC(=O)CNC(=O)c1cc(O)cc(NC2=NCC(O)CN2)c1)c1cc(Cl)cc(Br)c1,<smiles>CCOC(=O)C[C@H](N)c1cc(Cl)cc(Br)c1.O=C(O)CNC(=O)c1cc(O)cc(NC2=NCC(O)CN2)c1<smiles/>
5650,Predict the reaction that produces the following product: CC(=O)N1CCN(c2ccc(Nc3nc(N4CCCC(C(=O)O)C4)c4nc[nH]c4n3)cc2)CC1,CC(=O)N1CCN(c2ccc(Nc3nc(N4CCCC(C(=O)O)C4)c4nc[nH]c4n3)cc2)CC1,<smiles>C1CCOC1.CCOC(=O)C1CCCN(c2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)nc3[nH]cnc23)C1.CO.O.[Li]O<smiles/>
5651,Predict the reaction that produces the following product: O=C(Nc1c(C(=O)c2ccccc2)[nH]c2cc(Cl)ccc12)c1ccccc1Cl,O=C(Nc1c(C(=O)c2ccccc2)[nH]c2cc(Cl)ccc12)c1ccccc1Cl,<smiles>Nc1c(C(=O)c2ccccc2)[nH]c2cc(Cl)ccc12.O=C(Cl)c1ccccc1Cl<smiles/>
5652,Predict the reaction that produces the following product: Cc1c(NC(=O)CBr)cccc1[N+](=O)[O-],Cc1c(NC(=O)CBr)cccc1[N+](=O)[O-],<smiles>Cc1c(N)cccc1[N+](=O)[O-].ClCCl.O=C(Br)CBr.O=C([O-])[O-]~[K+]~[K+]<smiles/>
5653,Predict the reaction that produces the following product: CC(=O)NCCNc1nc2ccc(OCC3CC3)cc2cc1CO,CC(=O)NCCNc1nc2ccc(OCC3CC3)cc2cc1CO,<smiles>C1CCOC1.CC(=O)NCCNc1nc2ccc(OCC3CC3)cc2cc1C=O.CCOC(C)=O.CO.O.[BH4-]~[Na+]<smiles/>
5654,Predict the reaction that produces the following product: COc1cccc(F)c1-c1cc2c(I)nn(COCC[Si](C)(C)C)c2cn1,COc1cccc(F)c1-c1cc2c(I)nn(COCC[Si](C)(C)C)c2cn1,<smiles>C1CCOC1.COc1cccc(F)c1-c1cc2cnn(COCC[Si](C)(C)C)c2cn1.II.[Li]CCCC<smiles/>
5655,Predict the reaction that produces the following product: CC#CCOc1ccc(S)cc1,CC#CCOc1ccc(S)cc1,<smiles>CC#CCOc1ccc(S(=O)(=O)Cl)cc1.CCN(CC)CC.ClCCl.O=C(OC(=O)C(F)(F)F)C(F)(F)F<smiles/>
5656,Predict the reaction that produces the following product: CCC[C@H](NC(C)=O)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,CCC[C@H](NC(C)=O)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,<smiles>CC(=O)OC(C)=O.CCC[C@H](N)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21.ClCCl.c1ccncc1<smiles/>
5657,Predict the reaction that produces the following product: Cc1c(C(=O)O)ccn1C,Cc1c(C(=O)O)ccn1C,<smiles>CCO.CCOC(=O)c1ccn(C)c1C.Cl.[Na+]~[OH-]<smiles/>
5658,Predict the reaction that produces the following product: CC(C)(C)OC(=O)CCNC(=O)c1cccc(NC(=O)OCc2ccccc2)c1,CC(C)(C)OC(=O)CCNC(=O)c1cccc(NC(=O)OCc2ccccc2)c1,<smiles>CC(C)(C)OC(=O)CCN~Cl.CCN(C(C)C)C(C)C.CN(C)C(On1nnc2cccnc21)=[N+](C)C~F[P-](F)(F)(F)(F)F.CN(C)C=O.O=C(O)c1cccc(NC(=O)OCc2ccccc2)c1<smiles/>
5659,Predict the reaction that produces the following product: CCCCC/C=C/C/C=C/CCCCCCCCC(CCCCCCCC/C=C/C/C=C/CCCCC)OC(=O)CCCN(C)C,CCCCC/C=C/C/C=C/CCCCCCCCC(CCCCCCCC/C=C/C/C=C/CCCCC)OC(=O)CCCN(C)C,<smiles>CCCCC/C=C/C/C=C/CCCCCCCCC(O)CCCCCCCC/C=C/C/C=C/CCCCC.CCN(C(C)C)C(C)C.CCN=C=NCCCN(C)C~Cl.CN(C)CCCC(=O)O~Cl.CN(C)c1ccncc1.ClCCl<smiles/>
5660,Predict the reaction that produces the following product: FC(F)c1sc(C2OCCO2)cc1Br,FC(F)c1sc(C2OCCO2)cc1Br,<smiles>C1CCOC1.CC(C)NC(C)C.FC(F)c1ccc(C2OCCO2)s1.O=C1CCC(=O)N1Br.[Li]CCCC<smiles/>
5661,Predict the reaction that produces the following product: CC(COc1ccc(-n2cncn2)cc1)(NS(=O)(=O)Cc1ccccc1)C(N)=O,CC(COc1ccc(-n2cncn2)cc1)(NS(=O)(=O)Cc1ccccc1)C(N)=O,<smiles>CC(COc1ccc(-n2cncn2)cc1)(NS(=O)(=O)c1ccccc1)C(N)=O.CC(N)(COc1ccc(-n2cncn2)cc1)C(=O)O.O=S(=O)(Cl)Cc1ccccc1<smiles/>
5662,Predict the reaction that produces the following product: COc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc6nc(OC)ccc6c5)cc4)cc3)cc2)cc1,COc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc6nc(OC)ccc6c5)cc4)cc3)cc2)cc1,<smiles>COc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4ccc(O)cc4)cc3)cc2)cc1.COc1ccc2cc(Br)ccc2n1<smiles/>
5663,Predict the reaction that produces the following product: CC(=O)OC[C@@H]1C[C@H]1C=C(Br)Br,CC(=O)OC[C@@H]1C[C@H]1C=C(Br)Br,<smiles>C1CCOC1.CC(=O)OC[C@@H]1C[C@H]1C=O.CC(C)(C)[O-]~[K+].CCOCC.ClC(Cl)(Br)C(Cl)(Cl)Br<smiles/>
5664,Predict the reaction that produces the following product: CN(C)CCOc1cccc(Nc2nccc(-c3c(-c4cccc(NC(=O)c5c(F)cccc5F)c4)nn4cccc(F)c34)n2)c1,CN(C)CCOc1cccc(Nc2nccc(-c3c(-c4cccc(NC(=O)c5c(F)cccc5F)c4)nn4cccc(F)c34)n2)c1,<smiles>CN(C)CCOc1cccc(N)c1.O=C(Nc1cccc(-c2nn3cccc(F)c3c2-c2ccnc(Cl)n2)c1)c1c(F)cccc1F<smiles/>
5665,Predict the reaction that produces the following product: C=CC[Si](C)(CC=C)CCCc1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,C=CC[Si](C)(CC=C)CCCc1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,<smiles>C1CCOC1.C=CC[Si](C)(CC=C)CCCc1ccc(Br)cc1.CC1(C)OB(c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)OC1(C)C.O.O=C([O-])[O-]~[K+]~[K+].c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1<smiles/>
5666,Predict the reaction that produces the following product: COC(=O)NC(=N)c1ccc(CNC(=O)[C@H](C)NC(=O)[C@H]2C[C@H](c3ccccc3)CN2C(=O)OC(C)(C)C)cc1,COC(=O)NC(=N)c1ccc(CNC(=O)[C@H](C)NC(=O)[C@H]2C[C@H](c3ccccc3)CN2C(=O)OC(C)(C)C)cc1,<smiles>CC(C)(C)OC(=O)N1C[C@@H](c2ccccc2)C[C@@H]1C(=O)O.CCN(C(C)C)C(C)C.CN(C)C(On1nnc2cccnc21)=[N+](C)C~F[P-](F)(F)(F)(F)F.CN(C)C=O.COC(=O)NC(=N)c1ccc(CNC(=O)[C@H](C)N)cc1~O=C(O)C(F)(F)F<smiles/>
5667,Predict the reaction that produces the following product: Cc1nc(CSc2cccc(Cl)c2Cl)no1,Cc1nc(CSc2cccc(Cl)c2Cl)no1,<smiles>Cc1nc(CCl)no1.Sc1cccc(Cl)c1Cl<smiles/>
5668,Predict the reaction that produces the following product: COc1c(C)c(C)c(OC)c(Oc2ccc([N+](=O)[O-])cc2)c1C,COc1c(C)c(C)c(OC)c(Oc2ccc([N+](=O)[O-])cc2)c1C,<smiles>COc1c(C)c(C)c(OC)c(O)c1C.CS(C)=O.O.O=C([O-])[O-]~[K+]~[K+].O=[N+]([O-])c1ccc(F)cc1<smiles/>
5669,Predict the reaction that produces the following product: O=Cc1nc(-c2ccc(C(F)(F)F)cc2)c(Br)o1,O=Cc1nc(-c2ccc(C(F)(F)F)cc2)c(Br)o1,<smiles>C1CCOC1.CC(C)NC(C)C.CN(C)C=O.FC(F)(F)c1ccc(-c2ncc(Br)o2)cc1.[Li]CCCC<smiles/>
5670,Predict the reaction that produces the following product: COc1ccc(CN2C(=O)CCc3c(OC[C@]4(O)CCNC[C@H]4O[Si](C)(C)C(C)(C)C)ccc(F)c32)cc1,COc1ccc(CN2C(=O)CCc3c(OC[C@]4(O)CCNC[C@H]4O[Si](C)(C)C(C)(C)C)ccc(F)c32)cc1,<smiles>COc1ccc(CN2C(=O)CCc3c(OC[C@]4(O)CCN(C(=O)OC(C)(C)C)C[C@H]4O[Si](C)(C)C(C)(C)C)ccc(F)c32)cc1.ClCCl.O=C(O)C(F)(F)F<smiles/>
5672,Predict the reaction that produces the following product: Cc1ccc(S(=O)(=O)N[C@@H](C)C(=O)Oc2csc(-c3cccc4ccccc34)n2)cc1,Cc1ccc(S(=O)(=O)N[C@@H](C)C(=O)Oc2csc(-c3cccc4ccccc34)n2)cc1,<smiles>Cc1ccc(S(=O)(=O)N[C@@H](C)C(=O)O)cc1.Oc1csc(-c2cccc3ccccc23)n1<smiles/>
5673,Predict the reaction that produces the following product: C[C@H](CC[C@@H]1CCCC[C@@H]1OCCO)NC(=O)OC(C)(C)C,C[C@H](CC[C@@H]1CCCC[C@@H]1OCCO)NC(=O)OC(C)(C)C,<smiles>C1CCOC1.CCOC(=O)CO[C@H]1CCCC[C@H]1CC[C@@H](C)NC(=O)OC(C)(C)C.[BH4-]~[Li+]<smiles/>
5674,Predict the reaction that produces the following product: Cc1ccc([C@@H]2CCC(C)(C)C(=O)N2)cc1F,Cc1ccc([C@@H]2CCC(C)(C)C(=O)N2)cc1F,<smiles>CCO.Cc1ccc(C2CCC(C)(C)C(=O)N2)cc1F.[Na+]~[OH-]<smiles/>
5675,Predict the reaction that produces the following product: CC(C)(C)OC(=O)C[C@@H](C(=O)OC(C)(C)C)N(Cc1cccc(C(=O)O)c1)C(=O)OCc1ccc(OC(=O)c2ccc(NC(=NC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)cc2)cc1,CC(C)(C)OC(=O)C[C@@H](C(=O)OC(C)(C)C)N(Cc1cccc(C(=O)O)c1)C(=O)OCc1ccc(OC(=O)c2ccc(NC(=NC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)cc2)cc1,<smiles>CC(C)(C)OC(=O)C[C@@H](C(=O)OC(C)(C)C)N(Cc1cccc(C(=O)OCc2ccc(OC(=O)c3ccc(NC(=NC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)cc3)cc2)c1)C(=O)OCc1ccccc1.CO.[Pd]<smiles/>
5676,Predict the reaction that produces the following product: N#CCCC#Cc1ccccc1C(F)(F)F,N#CCCC#Cc1ccccc1C(F)(F)F,<smiles>C#CCCC#N.C1CCOC1.CCN(CC)CC.Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1.FC(F)(F)c1ccccc1Br.[Cu]I<smiles/>
5677,Predict the reaction that produces the following product: C=CCOC(=O)N1C(C)CC[C@@H]1C(=O)NC(C)C,C=CCOC(=O)N1C(C)CC[C@@H]1C(=O)NC(C)C,<smiles>C=CCOC(=O)N1C(C)CC[C@@H]1C(=O)O.CC(C)N.CCN(C(C)C)C(C)C.CN(C)C(On1nnc2cccnc21)=[N+](C)C~F[P-](F)(F)(F)(F)F.CN(C)C=O<smiles/>
5678,Predict the reaction that produces the following product: O=C(CCCCC1CCSS1)N1CCN(C(=O)OCc2ccccc2)CCNCCN(C(=O)OCc2ccccc2)CC1,O=C(CCCCC1CCSS1)N1CCN(C(=O)OCc2ccccc2)CCNCCN(C(=O)OCc2ccccc2)CC1,<smiles>CCN(CC)CC.CN(C)C=O.O=C(CCCCC1CCSS1)NCCNCCNCCNCC(=O)OCc1ccccc1.O=C(Cl)OCc1ccccc1<smiles/>
5679,Predict the reaction that produces the following product: CNc1c(OC)cc(C(=O)O)cc1[N+](=O)[O-],CNc1c(OC)cc(C(=O)O)cc1[N+](=O)[O-],<smiles>CN.COc1cc(C(=O)O)cc([N+](=O)[O-])c1F.CS(C)=O.O<smiles/>
5680,Predict the reaction that produces the following product: CC(C)(C)OC(=O)/C=C/c1ccc(C(=C2CCCCC2)c2ccc(O)cc2)cc1F,CC(C)(C)OC(=O)/C=C/c1ccc(C(=C2CCCCC2)c2ccc(O)cc2)cc1F,<smiles>C=CC(=O)OC(C)(C)C.CC(=O)[O-]~CC(=O)[O-]~[Pd+2].CCN(CC)CC.CN(C)C=O.Cc1ccccc1P(c1ccccc1C)c1ccccc1C.Oc1ccc(C(=C2CCCCC2)c2ccc(Br)c(F)c2)cc1<smiles/>
5682,Predict the reaction that produces the following product: Brc1cccc2cccnc12,Brc1cccc2cccnc12,<smiles>Nc1cccc(Br)c1N.O=CC=O<smiles/>
5683,Predict the reaction that produces the following product: CC(F)(F)COS(=O)(=O)C(F)(F)F,CC(F)(F)COS(=O)(=O)C(F)(F)F,<smiles>CC(F)(F)CO.ClCCl.O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F<smiles/>
5684,Predict the reaction that produces the following product: CS(=O)(=O)Nc1nc2ccc(S(=O)(=O)NC(OC3CCCC3)[C@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@@H]3CO[C@@H]4OCC[C@H]34)cc2[nH]1,CS(=O)(=O)Nc1nc2ccc(S(=O)(=O)NC(OC3CCCC3)[C@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@@H]3CO[C@@H]4OCC[C@H]34)cc2[nH]1,<smiles>CCN(CC)CC.CN(C)C=O.CS(=O)(=O)Nc1nc2ccc(S(=O)(=O)Cl)cc2[nH]1.NC(OC1CCCC1)[C@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CO[C@@H]2OCC[C@H]21<smiles/>
5686,Predict the reaction that produces the following product: COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,<smiles>CCO.COc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1.Cl.O.[Pd]<smiles/>
5687,Predict the reaction that produces the following product: CCc1nc(-c2ccccc2)cn1-c1ccc(CCNC(=O)NS(=O)(=O)c2ccc(F)cc2)cc1,CCc1nc(-c2ccccc2)cn1-c1ccc(CCNC(=O)NS(=O)(=O)c2ccc(F)cc2)cc1,<smiles>CCc1nc(-c2ccccc2)cn1-c1ccc(CCNC(=O)Oc2ccccc2)cc1.NS(=O)(=O)c1ccc(F)cc1<smiles/>
5688,Predict the reaction that produces the following product: N#CCCSCc1ccccc1,N#CCCSCc1ccccc1,<smiles>CCO.N#CCCCl.SCc1ccccc1.[Na]<smiles/>
5689,Predict the reaction that produces the following product: Cc1cc(Br)cc(C)c1OCCO,Cc1cc(Br)cc(C)c1OCCO,<smiles>Cc1cc(Br)cc(C)c1O.O=C1OCCO1<smiles/>
5690,Predict the reaction that produces the following product: C[C@@H]1CCC(c2nc(CF)c(-c3ccccc3)o2)CN1C(=O)c1ccccc1-n1nccn1,C[C@@H]1CCC(c2nc(CF)c(-c3ccccc3)o2)CN1C(=O)c1ccccc1-n1nccn1,<smiles>C[C@@H]1CCC(c2nc(CO)c(-c3ccccc3)o2)CN1C(=O)c1ccccc1-n1nccn1.ClCCl<smiles/>
5691,Predict the reaction that produces the following product: Cc1ccccc1NC(=O)Nc1cc(F)c(CC(=O)O)cc1F,Cc1ccccc1NC(=O)Nc1cc(F)c(CC(=O)O)cc1F,<smiles>C1CCOC1.Cc1ccccc1N=C=O.Nc1cc(F)c(CC(=O)O)cc1F<smiles/>
5692,Predict the reaction that produces the following product: CC(=O)Oc1ccccc1C(=O)OCOC(=O)c1ccc(CC(CO[N+](=O)[O-])O[N+](=O)[O-])cc1,CC(=O)Oc1ccccc1C(=O)OCOC(=O)c1ccc(CC(CO[N+](=O)[O-])O[N+](=O)[O-])cc1,<smiles>CC(=O)Oc1ccccc1C(=O)OCOC(=O)c1ccc(CC(CO)O[N+](=O)[O-])cc1.CC(C)=O.CCN(CC)CC.CCOC(C)=O.O=[N+]([O-])c1cccc(S(=O)(=O)Cl)c1<smiles/>
5693,Predict the reaction that produces the following product: Cc1c(N)nc(=S)n2[nH]cnc12,Cc1c(N)nc(=S)n2[nH]cnc12,<smiles>CC(=O)O.Cc1c(N)nc(=S)n(N)c1N.O.O=N[O-]~[Na+]<smiles/>
